Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
496033,20974,12 PENCILS SMALL TUBE SKULL,7,2010-01-28 14:19:00,0.65,12872.0,United Kingdom
496058,21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",2,2010-01-28 15:17:00,4.95,17115.0,United Kingdom
496058,37503,TEA TIME CAKE STAND IN GIFT BOX,2,2010-01-28 15:17:00,10.75,17115.0,United Kingdom
496086,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,2,2010-01-28 19:41:00,3.75,15861.0,United Kingdom
496088,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2010-01-29 09:13:00,0.42,13557.0,United Kingdom
496088,22358,KINGS CHOICE TEA CADDY ,6,2010-01-29 09:13:00,2.95,13557.0,United Kingdom
496220,22379,RECYCLING BAG RETROSPOT ,5,2010-01-29 13:52:00,2.1,15421.0,United Kingdom
496235,22412,METAL SIGN NEIGHBOURHOOD WITCH ,6,2010-01-29 14:37:00,2.1,14099.0,United Kingdom
496247,22035,VINTAGE CARAVAN GREETING CARD ,1,2010-01-29 16:11:00,0.42,,United Kingdom
496290,22365,DOORMAT RESPECTABLE HOUSE,2,2010-01-29 17:55:00,13.57,,United Kingdom
496291,48138,DOOR MAT UNION FLAG,15,2010-01-31 10:08:00,5.95,16104.0,United Kingdom
496308,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-01-31 11:54:00,0.95,17625.0,United Kingdom
496313,21124,SET/10 BLUE SPOTTY PARTY CANDLES,1,2010-01-31 12:15:00,1.25,15013.0,United Kingdom
496317,85231B,CINAMMON SET OF 9 T-LIGHTS,2,2010-01-31 12:27:00,0.85,17137.0,United Kingdom
496318,22285,"DECORATION HEN ON NEST, HANGING",2,2010-01-31 12:32:00,1.65,17137.0,United Kingdom
496319,79323W, WHITE CHERRY LIGHTS,1,2010-01-31 12:35:00,6.75,15751.0,United Kingdom
C496320,21335,LIBRARY LAMP,-1,2010-01-31 12:36:00,21.95,15751.0,United Kingdom
496322,20864,DENIM PATCH PENCIL CASE BUTTERFLY,1,2010-01-31 12:43:00,2.1,14481.0,United Kingdom
496323,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-01-31 12:49:00,2.95,14820.0,United Kingdom
496333,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-01-31 14:25:00,4.95,15338.0,United Kingdom
496333,85150,LADIES & GENTLEMEN METAL SIGN,1,2010-01-31 14:25:00,2.55,15338.0,United Kingdom
496340,21153,RED SPOTTY TABLECLOTH ,2,2010-01-31 15:45:00,10.65,12668.0,Germany
496341,21539,RETRO SPOTS BUTTER DISH,1,2010-01-31 15:47:00,4.95,17107.0,United Kingdom
496341,21622,VINTAGE UNION JACK CUSHION COVER,1,2010-01-31 15:47:00,4.95,17107.0,United Kingdom
496341,22382,LUNCHBAG SPACEBOY DESIGN ,10,2010-01-31 15:47:00,1.65,17107.0,United Kingdom
496342,22189,CREAM HEART CARD HOLDER,4,2010-01-31 15:49:00,3.95,17176.0,United Kingdom
496343,22101,MIRROR MOSAIC VOTIVE HOLDER,6,2010-01-31 15:51:00,2.1,13478.0,United Kingdom
496347,22380,TOY TIDY SPACEBOY  ,1,2010-01-31 15:58:00,2.1,,United Kingdom
496348,37495,FAIRY CAKE BIRTHDAY CANDLE SET,2,2010-01-31 16:02:00,3.75,15022.0,United Kingdom
496361,84429A,MEDIUM PINK BUDDHA HEAD ,1,2010-02-01 10:20:00,2.95,17969.0,United Kingdom
496399,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-02-01 11:55:00,2.95,15416.0,United Kingdom
496407,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3,2010-02-01 12:01:00,2.95,15527.0,United Kingdom
496439,POST,POSTAGE,2,2010-02-01 13:16:00,28.0,12800.0,Portugal
496444,22262,FELT EGG COSY CHICKEN,6,2010-02-01 13:52:00,0.85,15311.0,United Kingdom
496473,21542,WOODLAND WATER TRANSFER TATTOOS ,12,2010-02-01 15:38:00,0.85,17350.0,United Kingdom
496480,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,6,2010-02-01 16:29:00,5.95,15803.0,United Kingdom
496487,22385,JUMBO BAG SPACEBOY DESIGN,2,2010-02-01 17:13:00,4.21,,United Kingdom
496488,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2010-02-01 17:16:00,0.55,14606.0,United Kingdom
496490,22189,CREAM HEART CARD HOLDER,1,2010-02-01 17:18:00,8.47,,United Kingdom
496490,20992,JAZZ HEARTS PURSE NOTEBOOK,1,2010-02-01 17:18:00,1.66,,United Kingdom
496510,22146,EASTER CRAFT IVY WREATH WITH CHICK,12,2010-02-02 10:47:00,1.95,14016.0,EIRE
496513,22414,DOORMAT NEIGHBOURHOOD WITCH ,10,2010-02-02 11:54:00,5.95,13162.0,United Kingdom
496534,84937,KASHMIR FOLKART TUMBLERS,460,2010-02-02 13:00:00,1.69,17876.0,United Kingdom
496551,85099B,JUMBO BAG RED WHITE SPOTTY ,2,2010-02-02 13:13:00,1.95,13975.0,United Kingdom
496579,21223,SET/4 BADGES WOODLAND ANIMAL,1,2010-02-02 13:48:00,1.25,12748.0,United Kingdom
496597,22331,WOODLAND PARTY BAG + STICKER SET,48,2010-02-02 16:16:00,1.45,16843.0,United Kingdom
496615,21157,RED SPOTTY WASHBAG,1,2010-02-03 08:50:00,4.21,,United Kingdom
496624,22380,TOY TIDY SPACEBOY  ,10,2010-02-03 09:47:00,2.1,15321.0,United Kingdom
496628,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,2010-02-03 10:22:00,0.29,16755.0,United Kingdom
496677,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,1,2010-02-03 12:46:00,3.75,16081.0,United Kingdom
496690,21440,12 MINI TOADSTOOL PEGS,5,2010-02-03 13:09:00,1.25,14399.0,United Kingdom
496690,22255,FELT TOADSTOOL  SMALL,12,2010-02-03 13:09:00,0.85,14399.0,United Kingdom
496703,22085,PAPER CHAIN KIT SKULLS ,6,2010-02-03 13:22:00,2.95,12396.0,RSA
496725,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-02-03 14:16:00,2.95,13619.0,United Kingdom
496750,22146,EASTER CRAFT IVY WREATH WITH CHICK,6,2010-02-03 14:51:00,1.95,12840.0,United Kingdom
496800,22380,TOY TIDY SPACEBOY  ,1,2010-02-03 17:04:00,4.21,,United Kingdom
496801,37343,SPOTS DESIGN MUG W PINK INSIDE,2,2010-02-03 17:06:00,3.36,,United Kingdom
496822,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-02-04 10:50:00,2.95,13107.0,United Kingdom
496863,85118,HEART T-LIGHT HOLDER,8,2010-02-04 12:08:00,1.25,16771.0,United Kingdom
496866,21181,PLEASE ONE PERSON METAL SIGN,1,2010-02-04 12:22:00,2.1,15046.0,United Kingdom
496871,22074,6 RIBBONS SHIMMERING PINKS ,4,2010-02-04 13:18:00,1.65,16383.0,United Kingdom
496881,20726,LUNCH BAG WOODLAND,1,2010-02-04 13:53:00,1.65,17841.0,United Kingdom
496881,20780,BLACK EAR MUFF HEADPHONES,1,2010-02-04 13:53:00,5.49,17841.0,United Kingdom
496882,21777,RECIPE BOX WITH METAL HEART,2,2010-02-04 14:13:00,7.95,15167.0,United Kingdom
496882,22185,SLATE TILE NATURAL HANGING,6,2010-02-04 14:13:00,1.65,15167.0,United Kingdom
496883,21909,,-4,2010-02-04 14:14:00,0.0,,United Kingdom
496907,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-02-04 14:48:00,0.55,16986.0,United Kingdom
496913,21653,GLASS ETCHED T-LIGHT HOLDER LARGE,6,2010-02-04 15:19:00,2.1,16986.0,United Kingdom
496915,82581,TOILET METAL SIGN,25,2010-02-04 15:21:00,0.55,15856.0,United Kingdom
496917,22088,PAPER BUNTING COLOURED LACE,6,2010-02-04 15:35:00,2.95,14151.0,United Kingdom
496944,20996,JAZZ HEARTS ADDRESS BOOK,1,2010-02-04 17:29:00,0.42,14606.0,United Kingdom
496946,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2010-02-04 17:50:00,1.95,14307.0,United Kingdom
496946,21947,SET OF 6 HEART CHOPSTICKS,12,2010-02-04 17:50:00,1.25,14307.0,United Kingdom
496948,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,12,2010-02-04 18:18:00,3.75,15810.0,United Kingdom
496961,85066,CREAM SWEETHEART MINI CHEST,1,2010-02-04 19:34:00,12.75,17231.0,United Kingdom
497000,21314,SMALL GLASS HEART TRINKET POT,4,2010-02-05 11:41:00,2.1,13234.0,United Kingdom
497002,22241,GARLAND WOODEN HAPPY EASTER,12,2010-02-05 11:57:00,1.25,12853.0,United Kingdom
497200,17164D,ASS COL SMALL SAND FROG P'WEIGHT,1,2010-02-07 11:29:00,0.42,13984.0,United Kingdom
497215,85189,HANGING BUTTERFLY  EGG,24,2010-02-07 14:11:00,0.85,13648.0,United Kingdom
497218,22318,FIVE HEART HANGING DECORATION,6,2010-02-07 14:27:00,2.95,12644.0,Germany
497230,21384,IVORY HANGING DECORATION  BUTTERFLY,24,2010-02-08 09:22:00,0.85,17504.0,United Kingdom
497253,79341,WILLOW BRANCH LIGHTS.,3,2010-02-08 12:24:00,6.75,14527.0,United Kingdom
497337,21064,BOOM BOX SPEAKER BOYS,2,2010-02-08 14:53:00,5.95,14911.0,EIRE
497353,84692,BOX OF 24 COCKTAIL PARASOLS,1,2010-02-08 16:48:00,0.81,,United Kingdom
497353,22148,EASTER CRAFT 4 CHICKS ,1,2010-02-08 16:48:00,4.21,,United Kingdom
497354,21555,CERAMIC STRAWBERRY TRINKET TRAY,1,2010-02-08 16:53:00,5.06,,United Kingdom
497358,71053,WHITE METAL LANTERN,2,2010-02-08 17:25:00,3.75,14606.0,United Kingdom
497360,21542,WOODLAND WATER TRANSFER TATTOOS ,24,2010-02-09 09:17:00,0.85,12437.0,France
497360,21972,SET OF 36 DINOSAUR PAPER DOILIES,12,2010-02-09 09:17:00,1.45,12437.0,France
497363,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2010-02-09 09:41:00,9.95,12370.0,Austria
497371,22236,CAKE STAND 3 TIER MAGIC GARDEN,3,2010-02-09 10:24:00,12.75,12471.0,Germany
497374,40046A,RED DAISY PAPER LAMPSHADE,12,2010-02-09 10:49:00,1.25,12645.0,Germany
497388,84519A,TOMATO CHARLIE+LOLA COASTER SET,1,2010-02-09 12:23:00,2.95,15003.0,United Kingdom
497402,20751,FUNKY WASHING UP GLOVES ASSORTED,24,2010-02-09 14:17:00,2.1,16873.0,United Kingdom
497403,21519,GIN & TONIC DIET GREETING CARD ,12,2010-02-09 14:25:00,0.42,14422.0,United Kingdom
497433,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,24,2010-02-09 15:10:00,1.25,16353.0,United Kingdom
497494,20693,FLORAL DINOSAUR GREEN,6,2010-02-10 08:44:00,4.25,13092.0,United Kingdom
497495,21470,FLOWER VINE RAFFIA FOOD COVER,6,2010-02-10 08:46:00,3.75,12932.0,United Kingdom
497508,47503K,ASSORTED FLORAL SECATEURS,12,2010-02-10 11:46:00,1.95,16768.0,United Kingdom
497521,21313,GLASS HEART T-LIGHT HOLDER ,12,2010-02-10 13:39:00,0.85,17780.0,United Kingdom
497590,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,2,2010-02-10 17:59:00,1.66,,United Kingdom
497590,22260,FELT EGG COSY BLUE RABBIT ,1,2010-02-10 17:59:00,1.66,,United Kingdom
497591,21851,LILAC DIAMANTE PEN IN GIFT BOX,1,2010-02-10 18:02:00,4.21,,United Kingdom
497592,21181,PLEASE ONE PERSON METAL SIGN,6,2010-02-11 08:51:00,2.1,17139.0,United Kingdom
497592,21983,PACK OF 12 BLUE PAISLEY TISSUES ,48,2010-02-11 08:51:00,0.29,17139.0,United Kingdom
497600,21907,I'M ON HOLIDAY METAL SIGN,2,2010-02-11 10:01:00,2.1,17085.0,United Kingdom
497619,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2010-02-11 12:22:00,0.55,14451.0,United Kingdom
497628,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2,2010-02-11 13:03:00,2.1,15005.0,United Kingdom
497632,84462,3 PINK HEN+CHICKS IN BASKET,2,2010-02-11 13:41:00,1.25,16918.0,United Kingdom
497632,22381,TOY TIDY PINK RETROSPOT  ,2,2010-02-11 13:41:00,2.1,16918.0,United Kingdom
497681,84856S,SMALL TAHITI BEACH BAG,96,2010-02-11 14:59:00,3.81,13288.0,United Kingdom
497683,22381,TOY TIDY PINK RETROSPOT  ,5,2010-02-11 15:02:00,2.1,16839.0,United Kingdom
497683,84978,HANGING HEART JAR T-LIGHT HOLDER,72,2010-02-11 15:02:00,1.06,16839.0,United Kingdom
497691,22148,EASTER CRAFT 4 CHICKS ,2,2010-02-11 15:29:00,1.95,14040.0,United Kingdom
497691,48194,DOOR MAT HEARTS,2,2010-02-11 15:29:00,7.49,14040.0,United Kingdom
497703,84868B,,-9,2010-02-11 16:19:00,0.0,,United Kingdom
497719,79030A,,-15,2010-02-11 18:10:00,0.0,,United Kingdom
497739,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-02-12 10:21:00,3.95,14606.0,United Kingdom
497742,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2010-02-12 10:45:00,1.65,16029.0,United Kingdom
497809,85226A,WHITE/BLUE PULL BACK RACING CAR,12,2010-02-12 14:34:00,0.55,17547.0,United Kingdom
497815,22058,,192,2010-02-12 14:52:00,0.0,,United Kingdom
497839,85205A,IVORY FELT EASTER RABBIT GARLAND,3,2010-02-12 15:24:00,2.55,17954.0,United Kingdom
497844,22150, 3 STRIPEY MICE FELTCRAFT,2,2010-02-12 15:51:00,1.95,17258.0,United Kingdom
497873,85015,SET OF 12  VINTAGE POSTCARD SET,3,2010-02-12 17:03:00,2.51,,United Kingdom
497873,22414,DOOR MAT NEIGHBOURHOOD WITCH ,1,2010-02-12 17:03:00,13.57,,United Kingdom
497873,21669,BLUE STRIPE CERAMIC DRAWER KNOB,16,2010-02-12 17:03:00,2.51,,United Kingdom
497873,85150,LADIES & GENTLEMEN METAL SIGN,2,2010-02-12 17:03:00,5.06,,United Kingdom
497873,22067,CHOC TRUFFLE GOLD TRINKET POT ,1,2010-02-12 17:03:00,3.36,,United Kingdom
497876,85194L,HANGING SPRING FLOWER EGG LARGE,12,2010-02-14 11:04:00,0.85,13050.0,United Kingdom
497883,22207,FRYING PAN UNION FLAG,4,2010-02-14 11:52:00,4.25,13446.0,United Kingdom
497885,22117,METAL SIGN HER DINNER IS SERVED ,6,2010-02-14 12:06:00,2.95,15093.0,United Kingdom
497887,20770,ABSTRACT CIRCLE JOURNAL ,6,2010-02-14 12:09:00,2.55,14341.0,United Kingdom
497898,20754,RETRO RED SPOTTY WASHING UP GLOVES,3,2010-02-14 12:49:00,2.1,18077.0,United Kingdom
497901,21485,RED SPOT HEART HOT WATER BOTTLE,4,2010-02-14 12:52:00,4.95,12872.0,United Kingdom
497909,22358,KINGS CHOICE TEA CADDY ,2,2010-02-14 13:39:00,2.95,15272.0,United Kingdom
497909,21877,HOME SWEET HOME MUG,2,2010-02-14 13:39:00,1.25,15272.0,United Kingdom
497909,35922,EASTER BUNNY WREATH,1,2010-02-14 13:39:00,4.95,15272.0,United Kingdom
497912,85017C,ENVELOPE 50 CURIOUS IMAGES,5,2010-02-14 14:35:00,0.85,12867.0,United Kingdom
497912,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",24,2010-02-14 14:35:00,0.85,12867.0,United Kingdom
497912,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2010-02-14 14:35:00,1.95,12867.0,United Kingdom
497912,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,2010-02-14 14:35:00,1.25,12867.0,United Kingdom
497914,22286,"DECORATION , WOBBLY RABBIT , METAL ",10,2010-02-14 14:45:00,1.65,13421.0,United Kingdom
497921,22317,FIVE CATS HANGING DECORATION,1,2010-02-14 15:38:00,2.95,14869.0,United Kingdom
497922,37449,CERAMIC CAKE STAND + HANGING CAKES,4,2010-02-14 15:47:00,9.95,14909.0,United Kingdom
497958,21488,RED WHITE SCARF  HOT WATER BOTTLE,6,2010-02-15 13:20:00,3.95,14680.0,United Kingdom
497963,21239,PINK  SPOTTY CUP,8,2010-02-15 13:27:00,0.85,14527.0,United Kingdom
498055,22099,CARAVAN SQUARE TISSUE BOX,1,2010-02-16 12:11:00,1.25,14669.0,United Kingdom
498056,90025A,,-4,2010-02-16 12:11:00,0.0,,United Kingdom
498090,22192,BLUE DINER WALL CLOCK,1,2010-02-16 12:30:00,8.5,17287.0,United Kingdom
498099,47591B,SCOTTIES DES CHILD'S APRON,5,2010-02-16 13:23:00,1.65,14466.0,United Kingdom
498104,21912,VINTAGE SNAKES & LADDERS,2,2010-02-16 13:49:00,3.75,13503.0,United Kingdom
498106,21385,IVORY HANGING DECORATION  HEART,24,2010-02-16 13:53:00,0.85,14525.0,United Kingdom
498107,22386,JUMBO BAG PINK WITH WHITE SPOTS,10,2010-02-16 13:57:00,1.95,15078.0,United Kingdom
C498115,84820,DANISH ROSE TRINKET TRAYS,-2,2010-02-16 14:35:00,5.95,13304.0,United Kingdom
498124,84991,60 TEATIME FAIRY CAKE CASES,24,2010-02-16 15:47:00,0.55,17931.0,United Kingdom
498142,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,12,2010-02-17 09:43:00,2.1,17364.0,United Kingdom
498160,85099B,JUMBO BAG RED WHITE SPOTTY ,2,2010-02-17 11:58:00,1.95,15911.0,United Kingdom
498161,21215, IVORY PAPER CUP CAKE CASES ,120,2010-02-17 12:03:00,0.42,15251.0,United Kingdom
498163,85196,EASTER BUNNIES ON A STICK,144,2010-02-17 12:12:00,0.42,17511.0,United Kingdom
498205,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-02-17 13:10:00,1.95,14276.0,United Kingdom
498216,21622,VINTAGE UNION JACK CUSHION COVER,5,2010-02-17 13:26:00,4.95,17377.0,United Kingdom
498222,21745,GAOLERS KEYS DECORATIVE GARDEN ,2,2010-02-17 14:01:00,3.75,14584.0,United Kingdom
498224,22185,SLATE TILE NATURAL HANGING,6,2010-02-17 14:24:00,1.65,17757.0,United Kingdom
498261,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,2010-02-17 14:47:00,2.95,16938.0,United Kingdom
C498280,22109,FULL ENGLISH BREAKFAST PLATE,-1,2010-02-17 16:22:00,3.39,17511.0,United Kingdom
498288,22219,LOVEBIRD HANGING DECORATION WHITE ,4,2010-02-17 16:55:00,0.85,17576.0,United Kingdom
498300,21508,VINTAGE KID DOLLY CARD ,12,2010-02-18 09:14:00,0.42,17157.0,United Kingdom
498350,22072,TEA CUP AND SAUCER RETRO SPOT,2,2010-02-18 12:25:00,3.75,14085.0,United Kingdom
498360,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,1,2010-02-18 13:29:00,1.25,12748.0,United Kingdom
498362,21217,RED SPOTTY ROUND CAKE TINS,18,2010-02-18 13:38:00,8.95,14952.0,United Kingdom
498366,21577,SAVE THE PLANET COTTON TOTE BAG,6,2010-02-18 13:57:00,2.25,14152.0,United Kingdom
498378,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2010-02-18 14:25:00,0.85,18178.0,United Kingdom
498389,21327,SKULLS WRITING SET ,1,2010-02-18 14:43:00,1.65,14606.0,United Kingdom
498416,22358,KINGS CHOICE TEA CADDY ,12,2010-02-18 16:16:00,2.95,14783.0,United Kingdom
498441,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1,2010-02-19 09:37:00,8.47,,United Kingdom
498441,84598,BOYS ALPHABET IRON ON PATCHES,9,2010-02-19 09:37:00,0.43,,United Kingdom
498444,20983,12 PENCILS TALL TUBE RED SPOTTY,5,2010-02-19 09:52:00,1.66,,United Kingdom
498444,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,2,2010-02-19 09:52:00,5.06,,United Kingdom
498444,21755,LOVE BUILDING BLOCK WORD,1,2010-02-19 09:52:00,11.87,,United Kingdom
498444,40016,CHINESE DRAGON PAPER LANTERNS,2,2010-02-19 09:52:00,8.47,,United Kingdom
498448,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-02-19 10:32:00,2.95,13957.0,United Kingdom
498486,20723,STRAWBERRY CHARLOTTE BAG,1,2010-02-19 10:54:00,1.66,,United Kingdom
498488,21832,CHOCOLATE CALCULATOR,1,2010-02-19 10:55:00,3.36,,United Kingdom
498508,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,2010-02-19 11:46:00,0.85,16574.0,United Kingdom
498513,85099B,JUMBO BAG RED WHITE SPOTTY ,10,2010-02-19 12:07:00,1.95,17145.0,United Kingdom
498513,47591C,BLUE FAIRY CAKE CHILD'S APRON,8,2010-02-19 12:07:00,1.95,17145.0,United Kingdom
498515,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2010-02-19 12:10:00,8.5,15465.0,United Kingdom
498545,84745A,PINK HANGING GINGHAM EASTER HEN,2,2010-02-19 17:02:00,0.42,13191.0,United Kingdom
498549,22255,FELT TOADSTOOL  SMALL,2,2010-02-19 18:04:00,1.66,,United Kingdom
498549,85186C,BUNNY EGG GARLAND,1,2010-02-19 18:04:00,0.81,,United Kingdom
498550,21173,LOO ROLL  METAL SIGN ,12,2010-02-21 10:19:00,1.65,12416.0,Australia
498560,22079,RIBBON REEL HEARTS DESIGN ,4,2010-02-21 11:29:00,1.65,16335.0,United Kingdom
498560,21240,BLUE  SPOTTY CUP,3,2010-02-21 11:29:00,0.85,16335.0,United Kingdom
498560,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-02-21 11:29:00,0.95,16335.0,United Kingdom
498567,21582,KINGS CHOICE SMALL TUBE MATCHES,1,2010-02-21 12:42:00,1.65,16693.0,United Kingdom
498587,21497,FANCY FONTS BIRTHDAY WRAP,25,2010-02-21 15:16:00,0.42,15928.0,United Kingdom
498590,22358,KINGS CHOICE TEA CADDY ,1,2010-02-21 15:28:00,2.95,13044.0,United Kingdom
498590,21304,ARCHED GREY MIRROR,1,2010-02-21 15:28:00,12.75,13044.0,United Kingdom
498592,21844,RETRO SPOT MUG,6,2010-02-21 15:46:00,2.95,16450.0,United Kingdom
498594,22382,LUNCH BAG SPACEBOY DESIGN ,5,2010-02-21 15:48:00,1.65,16797.0,United Kingdom
498594,21481,FAWN BLUE HOT WATER BOTTLE,1,2010-02-21 15:48:00,2.95,16797.0,United Kingdom
498622,21896,POTTING SHED TWINE,6,2010-02-22 10:38:00,2.1,16985.0,United Kingdom
498713,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2010-02-22 13:05:00,0.42,17195.0,United Kingdom
498715,84629,WHITE 3 FRAME BIRDS AND TREE ,1,2010-02-22 13:19:00,21.95,17081.0,United Kingdom
498720,21843,RETRO SPOT CAKE STAND,10,2010-02-22 14:28:00,10.95,15673.0,United Kingdom
498721,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2010-02-22 14:34:00,2.95,13178.0,United Kingdom
498725,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,2,2010-02-22 15:12:00,3.75,14667.0,United Kingdom
498734,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,2010-02-22 15:52:00,2.95,17610.0,United Kingdom
498736,84218,BOX/12 CHICK & EGG IN BASKET,2,2010-02-22 16:04:00,1.95,12748.0,United Kingdom
498764,21671,RED SPOT CERAMIC DRAWER KNOB,6,2010-02-22 17:21:00,1.25,14081.0,United Kingdom
498768,72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,6,2010-02-23 09:54:00,2.55,12727.0,France
498780,20966,SANDWICH BATH SPONGE,1,2010-02-23 10:50:00,2.51,,United Kingdom
498817,22138,BAKING SET 9 PIECE RETROSPOT ,3,2010-02-23 11:29:00,4.95,15732.0,United Kingdom
498832,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2010-02-23 11:43:00,4.95,17377.0,United Kingdom
498851,21539,RETRO SPOTS BUTTER DISH,3,2010-02-23 12:02:00,4.95,13319.0,United Kingdom
498877,21166,COOK WITH WINE METAL SIGN ,3,2010-02-23 12:31:00,1.95,13052.0,United Kingdom
498900,21059,PARTY INVITES DINOSAURS,12,2010-02-23 13:59:00,0.85,15241.0,United Kingdom
498903,22208,WOOD STAMP SET THANK YOU,12,2010-02-23 14:16:00,1.65,14112.0,United Kingdom
498905,22229,BUNNY WOODEN PAINTED WITH FLOWER ,4,2010-02-23 14:40:00,0.85,12854.0,United Kingdom
498911,84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,2,2010-02-23 15:27:00,0.85,16702.0,United Kingdom
498911,84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,12,2010-02-23 15:27:00,1.25,16702.0,United Kingdom
498918,84686,BEACH HUT MIRROR,2,2010-02-24 08:50:00,4.25,15607.0,United Kingdom
498921,20778,GARDEN PATH NOTEBOOK ,6,2010-02-24 09:24:00,1.65,14911.0,EIRE
498928,84396,6 HOOK JEWELLERY STAND BLACK DRESS,74,2010-02-24 10:18:00,1.95,13694.0,United Kingdom
498931,21976,PACK OF 60 MUSHROOM CAKE CASES,240,2010-02-24 10:24:00,0.42,12482.0,Sweden
499020,37502,TEA TIME MUG IN GIFT BOX,1,2010-02-24 12:19:00,2.95,14527.0,United Kingdom
499023,21034,REX CASH+CARRY JUMBO SHOPPER,4,2010-02-24 12:20:00,0.95,15984.0,United Kingdom
499057,85099B,JUMBO BAG RED WHITE SPOTTY ,4,2010-02-24 13:48:00,1.95,15898.0,United Kingdom
499061,22145,CHRISTMAS CRAFT HEART STOCKING ,6,2010-02-24 14:07:00,2.1,15058.0,United Kingdom
499073,84623,PINK GINGHAM ROSE FLOOR CUSHION,1,2010-02-24 15:23:00,16.13,,United Kingdom
499073,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1,2010-02-24 15:23:00,3.36,,United Kingdom
499165,22609,PENS ASSORTED SPACEBALL,36,2010-02-25 09:16:00,0.85,15321.0,United Kingdom
499166,22432,WATERING CAN GREEN DINOSAUR,6,2010-02-25 09:21:00,1.95,15321.0,United Kingdom
499170,20718,RED SPOTTY SHOPPER BAG,100,2010-02-25 09:40:00,1.06,16118.0,United Kingdom
499174,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2010-02-25 10:07:00,9.95,16471.0,United Kingdom
499220,85114B,IVORY ENCHANTED FOREST PLACEMAT,4,2010-02-25 11:32:00,1.65,14606.0,United Kingdom
499231,22281,EASTER TREE YELLOW BIRDS,2,2010-02-25 12:18:00,5.95,15674.0,United Kingdom
499236,22416,36 DOILIES SPACEBOY DESIGN ,2,2010-02-25 13:17:00,1.45,13240.0,United Kingdom
499237,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2010-02-25 13:19:00,2.55,13735.0,United Kingdom
499246,47566,PARTY BUNTING,4,2010-02-25 13:40:00,8.47,,United Kingdom
499264,20675,BLUE SPOTTY BOWL,8,2010-02-25 15:39:00,1.25,18041.0,United Kingdom
499276,21167,WHITE SAGE INCENSE,25,2010-02-25 18:12:00,0.21,15456.0,United Kingdom
C499291,21137,BLACK RECORD COVER FRAME,-1,2010-02-25 19:32:00,3.39,13777.0,United Kingdom
499297,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,144,2010-02-25 20:16:00,2.0,18102.0,United Kingdom
499308,21541,DINOSAURS WATER TRANSFER TATTOOS ,12,2010-02-26 10:11:00,0.85,14329.0,United Kingdom
499313,20685,DOOR MAT RED SPOT,4,2010-02-26 10:49:00,7.49,16631.0,United Kingdom
