Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
568346,22263,FELT EGG COSY LADYBIRD ,1,2011-09-26 15:28:00,1.63,14096.0,United Kingdom
568346,21231,SWEETHEART CERAMIC TRINKET BOX,1,2011-09-26 15:28:00,2.46,14096.0,United Kingdom
568364,20749,ASSORTED COLOUR MINI CASES,2,2011-09-26 15:43:00,7.95,16999.0,United Kingdom
C568370,90143,SILVER BRACELET W PASTEL FLOWER,-1,2011-09-26 16:43:00,7.5,15154.0,United Kingdom
C568388,22492,MINI PAINT SET VINTAGE ,-35,2011-09-27 10:05:00,0.65,14808.0,United Kingdom
568397,22427,ENAMEL FLOWER JUG CREAM,3,2011-09-27 10:24:00,5.95,15745.0,United Kingdom
568402,20996,JAZZ HEARTS ADDRESS BOOK,24,2011-09-27 10:34:00,0.19,16629.0,United Kingdom
568408,23207,LUNCH BAG ALPHABET DESIGN,1,2011-09-27 10:40:00,8.33,,United Kingdom
568408,84997c,CHILDRENS CUTLERY POLKADOT BLUE,3,2011-09-27 10:40:00,8.29,,United Kingdom
568411,37340,MULTICOLOUR SPRING FLOWER MUG,6,2011-09-27 10:52:00,1.38,,United Kingdom
568411,22961,JAM MAKING SET PRINTED,4,2011-09-27 10:52:00,3.29,,United Kingdom
568411,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,2011-09-27 10:52:00,2.46,,United Kingdom
568413,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-09-27 11:01:00,12.75,14818.0,United Kingdom
568428,23202,JUMBO BAG VINTAGE LEAF,1,2011-09-27 11:27:00,2.08,14419.0,United Kingdom
568510,21014,SWISS CHALET TREE DECORATION ,24,2011-09-27 12:26:00,0.29,13555.0,United Kingdom
568512,22616,PACK OF 12 LONDON TISSUES ,120,2011-09-27 12:28:00,0.39,14101.0,United Kingdom
568513,21131,GOLD STANDING GNOME,1,2011-09-27 12:36:00,4.25,13555.0,United Kingdom
568513,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2011-09-27 12:36:00,2.55,13555.0,United Kingdom
568517,10120,DOGGY RUBBER,5,2011-09-27 12:52:00,0.21,14456.0,United Kingdom
568517,11001,ASSTD DESIGN RACING CAR PEN,16,2011-09-27 12:52:00,1.69,14456.0,United Kingdom
568527,21500,PINK POLKADOT WRAP ,25,2011-09-27 13:21:00,0.42,13178.0,United Kingdom
568528,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-09-27 13:32:00,2.55,13979.0,United Kingdom
568528,23209,LUNCH BAG VINTAGE DOILY ,10,2011-09-27 13:32:00,1.65,13979.0,United Kingdom
568531,22716,CARD CIRCUS PARADE,12,2011-09-27 13:49:00,0.42,16713.0,United Kingdom
568547,22970,LONDON BUS COFFEE MUG,12,2011-09-27 14:37:00,2.55,15568.0,United Kingdom
568565,23000,TRAVEL CARD WALLET TRANSPORT,1,2011-09-27 17:31:00,0.42,,United Kingdom
568567,21147,JINGLE BELLS TREE DECORATION,1,2011-09-27 18:41:00,1.63,,United Kingdom
568592,22728,ALARM CLOCK BAKELIKE PINK,8,2011-09-28 10:42:00,3.75,17469.0,United Kingdom
568593,22945,CHRISTMAS METAL TAGS ASSORTED ,12,2011-09-28 10:54:00,0.85,13988.0,United Kingdom
568594,23313,VINTAGE CHRISTMAS BUNTING,10,2011-09-28 10:56:00,4.95,13397.0,United Kingdom
C568598,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,-2,2011-09-28 11:19:00,2.95,15737.0,United Kingdom
C568599,82484,WOOD BLACK BOARD ANT WHITE FINISH,-2,2011-09-28 11:20:00,7.95,14395.0,United Kingdom
568650,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-09-28 11:56:00,8.5,13505.0,Switzerland
568654,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-09-28 12:20:00,2.55,14911.0,EIRE
568662,20718,RED RETROSPOT SHOPPER BAG,3,2011-09-28 12:36:00,1.25,16764.0,United Kingdom
568667,21746,SMALL RED RETROSPOT WINDMILL,2,2011-09-28 13:00:00,1.25,14606.0,United Kingdom
568671,23123,COCKTAIL SWORDS 50 PIECES,12,2011-09-28 13:13:00,0.83,13139.0,United Kingdom
568675,20711,JUMBO BAG TOYS ,20,2011-09-28 13:32:00,1.79,14298.0,United Kingdom
568676,23013,GLASS APOTHECARY BOTTLE TONIC,4,2011-09-28 13:43:00,3.95,18242.0,United Kingdom
568698,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,2011-09-28 14:57:00,0.29,14911.0,EIRE
568698,22574,HEART WOODEN CHRISTMAS DECORATION,12,2011-09-28 14:57:00,0.85,14911.0,EIRE
568699,21770,OPEN CLOSED METAL SIGN,2,2011-09-28 14:58:00,4.95,12352.0,Norway
568709,10135,COLOURING PENCILS BROWN TUBE,1,2011-09-28 15:42:00,1.25,15036.0,United Kingdom
568716,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1,2011-09-28 16:13:00,0.83,,United Kingdom
568716,22817,CARD SUKI BIRTHDAY,1,2011-09-28 16:13:00,0.42,,United Kingdom
568716,21991,BOHEMIAN COLLAGE STATIONERY SET,2,2011-09-28 16:13:00,2.46,,United Kingdom
568721,23209,LUNCH BAG VINTAGE DOILY ,1,2011-09-28 16:24:00,4.13,,United Kingdom
568721,84884A,ANT WHITE WIRE HEART SPIRAL,1,2011-09-28 16:24:00,8.29,,United Kingdom
568727,21754,HOME BUILDING BLOCK WORD,3,2011-09-28 16:38:00,6.25,15796.0,United Kingdom
568780,23355,HOT WATER BOTTLE KEEP CALM,6,2011-09-29 08:27:00,4.95,18235.0,United Kingdom
568781,23170,REGENCY TEA PLATE ROSES ,96,2011-09-29 08:28:00,1.45,14952.0,United Kingdom
568798,20725,LUNCH BAG RED RETROSPOT,10,2011-09-29 10:23:00,1.65,12615.0,France
568800,22865,HAND WARMER OWL DESIGN,12,2011-09-29 10:45:00,2.1,14868.0,United Kingdom
568805,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-09-29 10:55:00,2.08,12826.0,United Kingdom
568868,23402,HOME SWEET HOME 3 PEG HANGER ,8,2011-09-29 12:00:00,3.75,12957.0,United Kingdom
568875,22846,BREAD BIN DINER STYLE RED ,1,2011-09-29 12:23:00,16.95,14527.0,United Kingdom
568882,23399,HOME SWEET HOME HANGING HEART,12,2011-09-29 12:39:00,0.85,12839.0,United Kingdom
568883,35970,ZINC FOLKART SLEIGH BELLS,24,2011-09-29 12:43:00,1.69,18198.0,United Kingdom
C568884,85099B,JUMBO BAG RED RETROSPOT,-100,2011-09-29 12:49:00,1.79,14680.0,United Kingdom
568894,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,2011-09-29 13:04:00,2.95,17528.0,United Kingdom
568895,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2011-09-29 13:11:00,2.95,15356.0,United Kingdom
568896,22670,FRENCH WC SIGN BLUE METAL,5,2011-09-29 13:13:00,1.25,16361.0,United Kingdom
568909,85131D,BEADED CRYSTAL HEART PINK ON STICK,12,2011-09-29 13:38:00,1.25,16818.0,United Kingdom
568909,22738,RIBBON REEL SNOWY VILLAGE,10,2011-09-29 13:38:00,1.65,16818.0,United Kingdom
568938,21121,SET/10 RED POLKADOT PARTY CANDLES,2,2011-09-29 14:46:00,1.25,17220.0,United Kingdom
568949,21802,CHRISTMAS TREE HEART DECORATION,3,2011-09-29 15:13:00,0.42,,United Kingdom
568951,23180,MUM'S KITCHEN CLOCK,4,2011-09-29 15:26:00,4.95,17724.0,United Kingdom
568953,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,24,2011-09-29 15:31:00,0.65,12728.0,France
568984,23339,EGG FRYING PAN BLUE ,1,2011-09-29 15:57:00,2.08,17813.0,United Kingdom
568989,22384,LUNCH BAG PINK POLKADOT,10,2011-09-29 16:41:00,1.65,14709.0,United Kingdom
568990,23350,ROLL WRAP VINTAGE SPOT ,12,2011-09-29 16:42:00,1.25,15933.0,United Kingdom
568993,21500,PINK POLKADOT WRAP ,25,2011-09-29 16:51:00,0.42,15062.0,United Kingdom
568994,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2011-09-29 16:52:00,1.65,12598.0,France
568995,20711,JUMBO BAG TOYS ,10,2011-09-29 16:53:00,2.08,16779.0,United Kingdom
569000,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,2011-09-29 17:36:00,3.75,17015.0,United Kingdom
569007,22466,FAIRY TALE COTTAGE NIGHT LIGHT,12,2011-09-29 18:51:00,1.95,17552.0,United Kingdom
569008,23252,VINTAGE RED ENAMEL TRIM JUG ,4,2011-09-29 18:53:00,3.75,15114.0,United Kingdom
569010,21523,DOORMAT FANCY FONT HOME SWEET HOME,40,2011-09-30 07:36:00,7.08,14156.0,EIRE
569014,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,26,2011-09-30 09:05:00,0.29,18053.0,United Kingdom
569037,22339,CHRISTMAS TREE PAINTED ZINC ,10,2011-09-30 10:45:00,0.19,13263.0,United Kingdom
569086,22197,POPCORN HOLDER,1000,2011-09-30 11:58:00,0.72,17949.0,United Kingdom
569089,23493,VINTAGE DOILY TRAVEL SEWING KIT,7,2011-09-30 12:03:00,1.95,13764.0,United Kingdom
569122,22236,CAKE STAND 3 TIER MAGIC GARDEN,4,2011-09-30 13:06:00,12.75,12694.0,France
C569128,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-09-30 13:34:00,3.75,15034.0,United Kingdom
569136,22563,HAPPY STENCIL CRAFT,2,2011-09-30 14:41:00,1.25,15834.0,United Kingdom
569136,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-09-30 14:41:00,4.95,15834.0,United Kingdom
569137,85099C,JUMBO  BAG BAROQUE BLACK WHITE,6,2011-09-30 14:45:00,4.13,,United Kingdom
569137,20713,JUMBO BAG OWLS,9,2011-09-30 14:45:00,4.13,,United Kingdom
569144,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,5,2011-09-30 15:14:00,2.95,17227.0,United Kingdom
569147,22584,PACK OF 6 PANNETONE GIFT BOXES,48,2011-09-30 15:33:00,2.55,12842.0,United Kingdom
569148,22273,FELTCRAFT DOLL MOLLY,6,2011-09-30 15:52:00,2.95,16613.0,United Kingdom
569202,23174,REGENCY SUGAR BOWL GREEN,1,2011-09-30 17:22:00,8.29,,United Kingdom
569202,22585,PACK OF 6 BIRDY GIFT TAGS,2,2011-09-30 17:22:00,2.46,,United Kingdom
569205,22624,IVORY KITCHEN SCALES,1,2011-10-02 10:55:00,8.5,16923.0,United Kingdom
569214,22546,MINI JIGSAW PURDEY,48,2011-10-02 12:22:00,0.42,14533.0,United Kingdom
569215,23294,SET OF 6 SNACK LOAF BAKING CASES,8,2011-10-02 12:30:00,0.83,13571.0,United Kingdom
569215,23293,SET OF 12 FAIRY CAKE BAKING CASES,16,2011-10-02 12:30:00,0.83,13571.0,United Kingdom
569216,23196,VINTAGE LEAF MAGNETIC NOTEPAD,4,2011-10-02 12:41:00,1.45,15555.0,United Kingdom
569220,21494,ROTATING LEAVES T-LIGHT HOLDER,6,2011-10-02 13:26:00,1.25,16007.0,United Kingdom
569220,23366,SET 12 COLOURING PENCILS DOILY,2,2011-10-02 13:26:00,0.65,16007.0,United Kingdom
569220,21990,MODERN FLORAL STATIONERY SET,2,2011-10-02 13:26:00,1.25,16007.0,United Kingdom
569220,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2011-10-02 13:26:00,0.85,16007.0,United Kingdom
569223,22600,CHRISTMAS RETROSPOT STAR WOOD,4,2011-10-02 13:49:00,0.85,16283.0,United Kingdom
569223,10125,MINI FUNKY DESIGN TAPES,7,2011-10-02 13:49:00,0.85,16283.0,United Kingdom
569223,23367,SET 12 COLOUR PENCILS SPACEBOY ,10,2011-10-02 13:49:00,0.65,16283.0,United Kingdom
569228,85032C,CURIOUS IMAGES GIFT WRAP SET,12,2011-10-02 14:47:00,0.65,15547.0,United Kingdom
569229,22096,PINK PAISLEY SQUARE TISSUE BOX ,4,2011-10-02 14:56:00,0.39,14502.0,United Kingdom
569234,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-10-02 15:33:00,2.55,17841.0,United Kingdom
569234,23287,RED VINTAGE SPOT BEAKER,1,2011-10-02 15:33:00,0.85,17841.0,United Kingdom
569234,23393,HOME SWEET HOME CUSHION COVER ,1,2011-10-02 15:33:00,3.75,17841.0,United Kingdom
569239,23245,SET OF 3 REGENCY CAKE TINS,4,2011-10-03 08:30:00,4.95,14644.0,United Kingdom
569244,23111,PARISIENNE SEWING BOX,2,2011-10-03 09:45:00,12.5,13344.0,United Kingdom
569246,20840,FRENCH FLORAL CUSHION COVER ,1,2011-10-03 09:57:00,3.29,14096.0,United Kingdom
569246,22576,SWALLOW WOODEN CHRISTMAS DECORATION,1,2011-10-03 09:57:00,1.63,14096.0,United Kingdom
569247,23317,BLUE REFECTORY CLOCK ,12,2011-10-03 10:08:00,8.15,17924.0,United Kingdom
569255,22189,CREAM HEART CARD HOLDER,252,2011-10-03 11:01:00,2.32,18102.0,United Kingdom
569255,23404,HOME SWEET HOME BLACKBOARD,108,2011-10-03 11:01:00,3.26,18102.0,United Kingdom
569261,23471,SIX DRAWER OFFICE TIDY,3,2011-10-03 11:34:00,9.95,17321.0,United Kingdom
569329,47566,PARTY BUNTING,4,2011-10-03 13:03:00,4.95,17652.0,United Kingdom
569332,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-10-03 13:46:00,1.65,12637.0,France
569367,22294,HEART FILIGREE DOVE  SMALL,24,2011-10-03 15:28:00,1.25,13994.0,United Kingdom
569371,22989,SET 2 PANTRY DESIGN TEA TOWELS,2,2011-10-03 15:52:00,3.25,14651.0,United Kingdom
569372,22271,FELTCRAFT DOLL ROSIE,1,2011-10-03 16:04:00,5.79,,United Kingdom
569372,23199,JUMBO BAG APPLES,2,2011-10-03 16:04:00,4.13,,United Kingdom
569373,22420,LIPSTICK PEN BABY PINK,100,2011-10-03 16:12:00,0.36,12971.0,United Kingdom
569383,22384,LUNCH BAG PINK POLKADOT,20,2011-10-03 16:46:00,1.65,15159.0,United Kingdom
569401,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-10-04 08:56:00,2.95,15111.0,United Kingdom
569401,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,2011-10-04 08:56:00,1.25,15111.0,United Kingdom
569406,22044,CHRISTMAS CARD STACK OF PRESENTS,48,2011-10-04 09:09:00,0.19,16253.0,United Kingdom
569408,82582,AREA PATROLLED METAL SIGN,72,2011-10-04 09:26:00,1.85,13881.0,United Kingdom
569414,21154,RED RETROSPOT OVEN GLOVE ,14,2011-10-04 10:11:00,3.29,,United Kingdom
569416,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-10-04 10:15:00,9.95,13801.0,United Kingdom
569417,23102,SILVER HEARTS TABLE DECORATION,12,2011-10-04 10:29:00,0.83,17629.0,United Kingdom
569424,23503,PLAYING CARDS KEEP CALM & CARRY ON,7,2011-10-04 10:49:00,1.25,15529.0,United Kingdom
569424,23388,WOODLAND MINI BACKPACK,3,2011-10-04 10:49:00,4.15,15529.0,United Kingdom
569457,21944,KITTENS DESIGN FLANNEL,1,2011-10-04 11:29:00,0.85,14606.0,United Kingdom
569463,23268,Lighthouse Trading zero invc incorr,192,2011-10-04 11:39:00,0.0,,United Kingdom
569469,22976,CIRCUS PARADE CHILDRENS EGG CUP ,2,2011-10-04 12:22:00,1.25,16360.0,United Kingdom
569482,23014,GLASS APOTHECARY BOTTLE ELIXIR,4,2011-10-04 12:43:00,3.95,14184.0,United Kingdom
569481,23424,GINGHAM RECIPE BOOK BOX,4,2011-10-04 12:43:00,4.95,15255.0,United Kingdom
C569485,23241,TREASURE TIN GYMKHANA DESIGN,-2,2011-10-04 12:47:00,2.08,12705.0,Germany
569493,21889,WOODEN BOX OF DOMINOES,12,2011-10-04 13:35:00,1.25,13317.0,United Kingdom
569494,23145,ZINC T-LIGHT HOLDER STAR LARGE,60,2011-10-04 13:42:00,0.95,15739.0,United Kingdom
569520,85099B,JUMBO BAG RED RETROSPOT,10,2011-10-04 14:32:00,2.08,17667.0,United Kingdom
569521,23302,KNEELING MAT HOUSEWORK  DESIGN,2,2011-10-04 14:33:00,1.65,16474.0,United Kingdom
569524,23405,HOME SWEET HOME 2 DRAWER CABINET,1,2011-10-04 14:42:00,4.95,14506.0,United Kingdom
569528,21158,MOODY GIRL DOOR HANGER ,3,2011-10-04 14:53:00,0.39,16242.0,United Kingdom
569533,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-10-04 15:21:00,1.69,16374.0,United Kingdom
569535,23412,HEART MIRROR ANTIQUE WHITE,2,2011-10-04 15:41:00,7.5,15044.0,United Kingdom
569537,23542,70'S ALPHABET WALL ART,2,2011-10-04 15:45:00,8.25,13269.0,United Kingdom
569544,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-10-04 16:33:00,2.46,,United Kingdom
569544,85204,HANGING WOOD AND FELT FLOWER,1,2011-10-04 16:33:00,0.42,,United Kingdom
569545,23392,SPACEBOY ROCKET LOLLY MAKERS,1,2011-10-04 16:37:00,4.13,,United Kingdom
569545,21313,GLASS HEART T-LIGHT HOLDER ,2,2011-10-04 16:37:00,1.63,,United Kingdom
569555,23170,REGENCY TEA PLATE ROSES ,12,2011-10-05 08:17:00,1.65,17728.0,United Kingdom
569555,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,2011-10-05 08:17:00,1.65,17728.0,United Kingdom
569565,20728,LUNCH BAG CARS BLUE,10,2011-10-05 09:52:00,1.65,16722.0,United Kingdom
569568,23054,RECYCLED ACAPULCO MAT LAVENDER,2,2011-10-05 09:57:00,8.25,12700.0,France
569573,23543,WALL ART KEEP CALM ,24,2011-10-05 10:11:00,7.45,17511.0,United Kingdom
569574,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,2011-10-05 10:30:00,1.25,15127.0,United Kingdom
569629,35970,ZINC FOLKART SLEIGH BELLS,12,2011-10-05 11:37:00,1.69,15249.0,United Kingdom
C569636,47566B,TEA TIME PARTY BUNTING,-3,2011-10-05 12:14:00,4.95,12841.0,United Kingdom
C569636,23299,FOOD COVER WITH BEADS SET 2 ,-2,2011-10-05 12:14:00,3.75,12841.0,United Kingdom
569640,23238,SET OF 4 KNICK KNACK TINS LONDON ,12,2011-10-05 12:25:00,4.15,12471.0,Germany
569651,22423,REGENCY CAKESTAND 3 TIER,3,2011-10-05 12:49:00,12.75,14534.0,United Kingdom
569651,23356,LOVE HOT WATER BOTTLE,2,2011-10-05 12:49:00,5.95,14534.0,United Kingdom
569652,23334,IVORY WICKER HEART SMALL,48,2011-10-05 12:51:00,0.63,15628.0,United Kingdom
569662,23312,VINTAGE CHRISTMAS GIFT SACK,4,2011-10-05 13:19:00,4.15,15244.0,United Kingdom
569667,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-10-05 13:42:00,1.69,17521.0,United Kingdom
569670,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,2011-10-05 13:47:00,2.49,14730.0,United Kingdom
569670,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-10-05 13:47:00,1.65,14730.0,United Kingdom
569671,23374,RED SPOT PAPER GIFT BAG,10,2011-10-05 13:54:00,0.82,16020.0,United Kingdom
569683,23082,SET 6 PAPER TABLE LANTERN HEARTS ,4,2011-10-05 14:39:00,3.75,15953.0,United Kingdom
569683,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-10-05 14:39:00,2.95,15953.0,United Kingdom
569687,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-10-05 14:53:00,1.25,13709.0,United Kingdom
569699,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,2011-10-05 15:52:00,2.49,12723.0,France
569700,22356,CHARLOTTE BAG PINK POLKADOT,1,2011-10-05 15:56:00,1.63,,United Kingdom
569715,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-10-05 17:29:00,1.25,15856.0,United Kingdom
569734,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-10-06 10:31:00,1.25,14538.0,United Kingdom
569737,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-10-06 10:45:00,1.45,16295.0,United Kingdom
569799,23202,JUMBO BAG VINTAGE LEAF,10,2011-10-06 11:47:00,2.08,13602.0,United Kingdom
569799,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-10-06 11:47:00,2.1,13602.0,United Kingdom
569803,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-10-06 11:48:00,1.25,13090.0,United Kingdom
569815,22866,HAND WARMER SCOTTY DOG DESIGN,288,2011-10-06 11:53:00,1.79,15838.0,United Kingdom
569834,22551,PLASTERS IN TIN SPACEBOY,12,2011-10-06 13:00:00,1.65,14383.0,United Kingdom
569844,23360,SET 8 CANDLES VINTAGE DOILY,12,2011-10-06 13:30:00,1.95,12626.0,Germany
569846,23536,VILLAGE SHOW WALL ART,4,2011-10-06 13:42:00,5.95,13422.0,United Kingdom
569846,23293,SET OF 12 FAIRY CAKE BAKING CASES,24,2011-10-06 13:42:00,0.83,13422.0,United Kingdom
569846,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2011-10-06 13:42:00,4.95,13422.0,United Kingdom
569853,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-10-06 14:18:00,1.45,13771.0,United Kingdom
569866,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,14,2011-10-06 14:50:00,0.29,12757.0,Portugal
569866,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2011-10-06 14:50:00,0.39,12757.0,Portugal
569897,22175,PINK OWL SOFT TOY,1,2011-10-06 16:01:00,2.95,17813.0,United Kingdom
569897,21790,VINTAGE SNAP CARDS,2,2011-10-06 16:01:00,0.85,17813.0,United Kingdom
569898,23002,TRAVEL CARD WALLET SKULLS,1,2011-10-06 16:08:00,0.83,,United Kingdom
569898,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2011-10-06 16:08:00,1.25,,United Kingdom
569900,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-10-06 16:17:00,1.25,17651.0,United Kingdom
569926,35815P,,6,2011-10-06 17:45:00,0.0,,United Kingdom
569948,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,2011-10-06 18:23:00,7.95,14959.0,United Kingdom
569968,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-10-06 18:56:00,1.95,17921.0,United Kingdom
569983,23026,DRAWER KNOB VINTAGE GLASS STAR,2,2011-10-06 19:49:00,2.08,17231.0,United Kingdom
C569985,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-6,2011-10-06 19:51:00,2.1,15365.0,United Kingdom
C569995,22960,JAM MAKING SET WITH JARS,-12,2011-10-06 20:36:00,3.75,14557.0,United Kingdom
C570004,47594A,CAROUSEL DESIGN WASHBAG,-1,2011-10-07 09:21:00,1.95,13198.0,United Kingdom
570016,21155,RED RETROSPOT PEG BAG,6,2011-10-07 10:06:00,2.55,14911.0,EIRE
570024,82583,HOT BATHS METAL SIGN,12,2011-10-07 10:29:00,2.1,17975.0,United Kingdom
570030,21207,SKULL AND CROSSBONES  GARLAND ,12,2011-10-07 10:44:00,1.65,12740.0,France
570087,21714,CITRONELLA CANDLE GARDEN POT,3,2011-10-07 11:26:00,3.29,,United Kingdom
570091,22689,DOORMAT MERRY CHRISTMAS RED ,2,2011-10-07 11:47:00,8.25,15632.0,United Kingdom
570093,22729,ALARM CLOCK BAKELIKE ORANGE,1,2011-10-07 11:55:00,3.75,18096.0,United Kingdom
570108,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-10-07 12:25:00,0.85,13004.0,United Kingdom
570177,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-10-07 14:17:00,2.1,17509.0,United Kingdom
570179,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-10-07 14:27:00,1.25,17509.0,United Kingdom
570187,21094,SET/6 RED SPOTTY PAPER PLATES,2,2011-10-07 15:09:00,0.83,,United Kingdom
570187,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-10-07 15:09:00,4.96,,United Kingdom
570187,20726,LUNCH BAG WOODLAND,2,2011-10-07 15:09:00,4.13,,United Kingdom
570187,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,2011-10-07 15:09:00,3.29,,United Kingdom
570192,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-10-07 15:26:00,1.25,17509.0,United Kingdom
570192,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,2011-10-07 15:26:00,2.89,17509.0,United Kingdom
570200,23005,TRAVEL CARD WALLET I LOVE LONDON,8,2011-10-07 16:03:00,0.42,16918.0,United Kingdom
570215,23270,SET OF 2 CERAMIC PAINTED HEARTS ,6,2011-10-09 11:53:00,1.45,16066.0,United Kingdom
570218,23508,MINI PLAYING CARDS DOLLY GIRL ,40,2011-10-09 12:20:00,0.42,16873.0,United Kingdom
570223,23291,DOLLY GIRL CHILDRENS CUP,3,2011-10-09 13:11:00,1.25,15787.0,United Kingdom
570224,16235,RECYCLED PENCIL WITH RABBIT ERASER,18,2011-10-09 13:15:00,0.21,16931.0,United Kingdom
570227,23173,REGENCY TEAPOT ROSES ,8,2011-10-09 13:21:00,9.95,13260.0,United Kingdom
570234,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-10-09 14:22:00,1.69,17790.0,United Kingdom
570234,20754,RETROSPOT RED WASHING UP GLOVES,2,2011-10-09 14:22:00,2.1,17790.0,United Kingdom
570238,22639,SET OF 4 NAPKIN CHARMS HEARTS,3,2011-10-09 15:01:00,2.55,16332.0,United Kingdom
570238,23357,HOT WATER BOTTLE SEX BOMB,2,2011-10-09 15:01:00,4.95,16332.0,United Kingdom
570239,22155,STAR DECORATION RUSTIC,10,2011-10-09 15:04:00,0.42,16518.0,United Kingdom
570244,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2011-10-09 16:05:00,0.55,14514.0,United Kingdom
570244,22625,RED KITCHEN SCALES,1,2011-10-09 16:05:00,8.5,14514.0,United Kingdom
570246,22229,BUNNY WOODEN PAINTED WITH FLOWER ,1,2011-10-09 16:22:00,0.39,16921.0,United Kingdom
570249,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-10-10 08:58:00,1.25,17509.0,United Kingdom
570252,23355,HOT WATER BOTTLE KEEP CALM,8,2011-10-10 09:14:00,4.95,14665.0,United Kingdom
570256,23221,REINDEER HEART DECORATION SILVER,12,2011-10-10 09:53:00,0.83,15152.0,United Kingdom
570257,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-10-10 09:56:00,0.42,13767.0,United Kingdom
570258,22699,ROSES REGENCY TEACUP AND SAUCER ,5,2011-10-10 09:56:00,5.79,,United Kingdom
570265,22722,SET OF 6 SPICE TINS PANTRY DESIGN,24,2011-10-10 10:07:00,3.45,15125.0,United Kingdom
570271,22028,PENNY FARTHING BIRTHDAY CARD,60,2011-10-10 10:29:00,0.42,13756.0,United Kingdom
570273,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-10-10 10:51:00,0.85,13373.0,United Kingdom
570273,22960,JAM MAKING SET WITH JARS,6,2011-10-10 10:51:00,4.25,13373.0,United Kingdom
C570274,22469,HEART OF WICKER SMALL,-33,2011-10-10 10:52:00,1.45,13113.0,United Kingdom
570287,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,2011-10-10 11:37:00,0.65,17425.0,United Kingdom
570288,20725,LUNCH BAG RED RETROSPOT,2,2011-10-10 11:47:00,1.65,16960.0,United Kingdom
